Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
vaya temazo esta de la ostia chaval,0.6249,Positive,0.8,Positive,-0.3235795199871063,Negative
Mueroooo! Por fin🥺🥺🥺😭😭😭😭😭💘💘💘,-0.2942,Negative,0.0,Netural,0.36759334802627563,Positive
T quiero mucho Paulo Londra,0.6369,Positive,0.35,Positive,-0.2991805076599121,Negative
no puede ser q no me halla enterado de este temaso,0.0,Neutral,-0.125,Negative,-0.47694289684295654,Negative
"Espere 3 años para volver a escuchar ""LEONES CON FLOW""",0.0,Neutral,0.0,Netural,0.316449373960495,Netural
"NO ME PODES PONER EL LADRIDO DE UN PERRO EN MEDIO DE LA PÍSTA, PIENSO QUE SON LOS DE MIS CASASJ DHASKHDFOAS",0.0,Neutral,0.0,Netural,-0.4091394245624542,Negative
"Se esperaba mas de esta sessión, ¡muy básico!, no creo que llegue ni a los 90 millones de reproduction",0.1007,Positive,0.13333333333333333,Netural,-0.49012666940689087,Negative
Alto temaaaaa 🦁🇦🇷🇦🇷,0.0,Neutral,0.0,Netural,0.25575029850006104,Netural
Que pedazo de beat se manda el enfermo de biza,-0.5106,Negative,-0.7142857142857143,Negative,-0.5233310461044312,Negative
👍 muy bueno paulo,0.4927,Positive,0.9099999999999999,Positive,0.6700906753540039,Positive
esperaba más de esta sesión de paulo esta piola pero no tanto como lo. imagine,0.0,Neutral,0.20000000000000004,Netural,-0.48492202162742615,Negative
Zzzzzzzz,0.0,Neutral,0.0,Netural,0.25741225481033325,Netural
La mejor canción #Bizarrap#paulo londra,0.6369,Positive,1.0,Positive,0.8564239144325256,Positive
Y siiii ERES UN GRAN EJEMPLOOO🤍🤍 tan humilde sencillo una vibra genial.,0.873,Positive,0.35000000000000003,Positive,0.7608775496482849,Positive
idooooooooooooooooo,0.0,Neutral,0.0,Netural,0.25295016169548035,Netural
Porque ya no sacas música,0.0,Neutral,0.0,Netural,-0.48478302359580994,Negative
Yo amo.... entre solo porq era el💟💟💟💟💟💟💟💟 LONDRA🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍,0.9911,Positive,0.5,Positive,0.3619849979877472,Positive
Por q no salio el 23 de Abril? XD,0.6739,Positive,0.0,Netural,-0.7720760107040405,Negative
"'leonel Confloowww, Paulo londraaaa"" 😍😍😍😍😍 3:30 😍",0.9517,Positive,0.0,Netural,-0.3365320563316345,Negative
Londrista x 100pre,0.0,Neutral,0.0,Netural,-0.24174199998378754,Negative
Que buena canción,0.4404,Positive,0.7,Positive,0.396046906709671,Positive
Temazo,0.6249,Positive,0.8,Positive,0.2918783724308014,Netural
NO ME CANSO DE ESCUCHARLA... X LEJOS BZRP ESTA FUE TU MEJOR SESSIONS,0.7654,Positive,0.2333333333333333,Netural,0.7034003734588623,Positive
"1-tengo la piel de gallina 
2-..3 años,para volver a escuchar ese,LEONES CON FLOOOOOW, PAULO LONDRAAAAA",0.0,Neutral,0.0,Netural,-0.4732297658920288,Negative
"Todos lo pensamos y vos lo dijiste Paulo, seguí siempre con tus valores que aunque algunos te critican vas a ir siempre bien haciendo lo correcto. Te bancamos !",0.3595,Positive,0.3571428571428571,Positive,0.6074308156967163,Positive
me encanta que pueda segir enfrentando las cosas.PAULO LONDRA,0.6369,Positive,0.5,Positive,0.729485034942627,Positive
Todos los dias metiendome a ver si ya estaba y por fin,0.0,Neutral,0.0,Netural,0.5417196750640869,Positive
Los dos grandes se juntaron a crear maravillas 😎,0.6249,Positive,0.0,Netural,0.7754598259925842,Positive
Excelente defensa asist-legal,0.6908,Positive,0.6,Positive,0.6440313458442688,Positive
"Canciones hablando de sus canciones, f",0.0,Neutral,0.0,Netural,0.2931143045425415,Netural
the hobbit :),0.4588,Positive,0.5,Positive,0.38527247309684753,Positive
A alguien mas le emocionó como a mi el abrazo en el final?,0.4767,Positive,0.0,Netural,0.29213401675224304,Netural
Temazooooooo🫡🫡,0.0,Neutral,0.0,Netural,0.30857792496681213,Netural
SE IMAGINAN QUE HUBIERA SIDO  EN CARICATURA LA BIZA EN LA PARTE QUE PAULO DIJO TUE QUE BAJAR PARA ENSEÑARLE A ESTOS  BOBOS COMO UBIERA SIDO,-0.4939,Negative,-0.15555555555555559,Negative,-0.44555535912513733,Negative
AGUIEN SE DIO CUENTA DE QUE NO HAY SESION 42 ??????????????????????????????????????,-0.5984,Negative,0.0,Netural,-0.5936265587806702,Negative
leones con flo o o o ow paulo londra a a a a a a,0.0,Neutral,0.0,Netural,-0.3302990794181824,Negative
"Ok pero paulo es otro nivel , level",0.1531,Positive,0.5,Positive,0.6122189164161682,Positive
*SIGAMOS APOYANDO A PAULITO*,0.4404,Positive,0.25,Netural,-0.3093152642250061,Negative
Na mentira,0.0,Neutral,0.0,Netural,-0.37206774950027466,Negative
Zzxzzz,0.0,Neutral,0.0,Netural,-0.2280762791633606,Negative
"Piel de gallina! Desahogo, libertad, humildad, emocionate🫶",0.8748,Positive,0.375,Positive,-0.6857580542564392,Negative
language?,0.0,Neutral,0.0,Netural,-0.30649295449256897,Negative
"Error haber lanzado esta sesión después de la de RESIDENTE,  queda floja! La 49 fue épica difícil de superar",-0.7088,Negative,-0.16805555555555554,Negative,-0.7589712738990784,Negative
"Brutal mi pana.... La partiste... Crédito a los 2.... talento innato...
Deleite para los oídos...",0.34,Positive,-0.875,Negative,-0.31692951917648315,Negative
La ptm está muy buena,0.4927,Positive,0.9099999999999999,Positive,0.5968518853187561,Positive
El mejorrrrrrrrrrrr!,0.0,Neutral,0.0,Netural,0.9381411671638489,Positive
Paulito: El ejemplo voy a ser yo <3,0.4404,Positive,1.0,Positive,0.23389586806297302,Netural
La referencia a El Señor De Los Anillos fue pensada o pinto?,0.0,Neutral,0.0,Netural,0.3004900813102722,Netural
donde esta west dubai? sigue esperando nomas capo,0.0,Neutral,0.0,Netural,-0.3099016547203064,Negative
❤,0.6369,Positive,0.0,Netural,0.30857792496681213,Netural
Dani bzrp,0.0,Neutral,0.0,Netural,0.2833980917930603,Netural
UN DRAAAMA,0.0,Neutral,0.0,Netural,0.5161465406417847,Positive
23✨🔥✨🔥✨,0.2732,Positive,0.0,Netural,0.30857792496681213,Netural
TEAMO,0.0,Neutral,0.0,Netural,0.28424710035324097,Netural
Con razon no lo dejaban sacar musica,-0.296,Negative,0.0,Netural,-0.2751081585884094,Negative
The King!!,0.0,Neutral,0.0,Netural,0.6222979426383972,Positive
Tremendo!!! 🔥,-0.5067,Negative,0.0,Netural,0.6899807453155518,Positive
De la nada me está empezando a gustar,0.3612,Positive,0.0,Netural,0.2504653036594391,Netural
"soy la unica persona q la musica del final 3:50 , le recuerda a Naruto",0.0,Neutral,0.0,Netural,0.3220187723636627,Netural
Buenísimo es poco es una juntada de crack 💪,0.6249,Positive,0.30625,Netural,0.6864047646522522,Positive
"EL RICO Y LÁZARO 
Había un hombre rico, que se vestía de púrpura y de lino fino, y hacía cada día banquete con esplendidez 
Había también un mendigo llamado Lázaro, el cual estaba echado á la puerta de él, lleno de llagas Y deseando hartarse de las migajas que caían de la mesa del rico; y aun los perros venían y le lamían las llagas
 Y aconteció que murió el mendigo, y fué llevado por los ángeles al seno de Abraham: y murió también el rico, y fué sepultado 
Y en el infierno alzó sus ojos, estando en los tormentos, y vió á Abraham de lejos, y á Lázaro en su seno. Entonces él, dando voces, dijo: Padre Abraham, ten misericordia de mí, y envía á Lázaro que moje la punta de su dedo en agua, y refresque mi lengua; porque soy atormentado en esta llama 
Y díjole Abraham: Hijo, acuérdate que recibiste tus bienes en tu vida, y Lázaro también males; mas ahora éste es consolado aquí, y tú atormentado
 Y además de todo esto, una grande sima está constituída entre nosotros y vosotros, que los que quisieren pasar de aquí á vosotros, no pueden, ni de allá pasar acá. 
Y dijo: Ruégote pues, padre, que le envíes á la casa de mi padre; Porque tengo cinco hermanos; para que les testifique, porque no vengan ellos también á este lugar de tormento 
Y Abraham le dice: A Moisés y á los profetas tienen: óiganlos El entonces dijo: No, padre Abraham: mas si alguno fuere á ellos de los muertos, se arrepentirán 
Mas Abraham le dijo: Si no oyen á Moisés y á los profetas, tampoco se persuadirán, si alguno se levantare de los muertos",-0.1614,Negative,0.21666666666666665,Netural,0.40036559104919434,Positive
Paulo Alegrándo Él día De Cada Humílde Como Siempre Por Eso Té Merecés Todo el Apóyo Dé Latinoamericana 😎👌💥 https://youtu.be/KAVOllThum0,0.9124,Positive,-0.1,Negative,0.4565759599208832,Positive
