Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
this and Money by Lisa,0.0,Neutral,0.0,Netural,0.4855099618434906,Positive
This song has my name in at the start,0.0,Neutral,0.0,Netural,0.38440972566604614,Positive
You know where to go if you want music 🎶 😁,0.5106,Positive,0.0,Netural,0.24821804463863373,Netural
I wont forget u,0.1695,Positive,0.0,Netural,-0.30665722489356995,Negative
Cookie man i will subcribe u all the time,0.0,Neutral,0.0,Netural,0.6724699139595032,Positive
well this is my fav,0.6249,Positive,0.0,Netural,0.6572539210319519,Positive
"Admit it...
Camilla Cabello and Ariana Grande should collab",0.2023,Positive,0.0,Netural,0.2980325520038605,Netural
"Everyone be like I want it I got it, me like watching the sound of music.",0.6486,Positive,0.4,Positive,0.5185472369194031,Positive
I like Ariana's dimple smile,0.6124,Positive,0.3,Netural,0.473997563123703,Positive
is good😁😁😁,0.8979,Positive,0.0,Netural,0.27982303500175476,Netural
This song is chefs kiss 🤌,0.4215,Positive,0.0,Netural,0.6003096103668213,Positive
"i Love 
The music",0.6369,Positive,0.5,Positive,0.722321093082428,Positive
I don't rlly like this girl but I like her songs  tho-,0.3791,Positive,0.2,Netural,0.38507160544395447,Positive
sotyyyyyyyyyyyyyyyyy,0.0,Neutral,0.0,Netural,0.2505767047405243,Netural
The way she called us poor 50 ways🙄,-0.4767,Negative,-0.4,Negative,-0.5863237977027893,Negative
I sing this song religously,0.0,Neutral,0.0,Netural,-0.5078377723693848,Negative
hi,0.0,Neutral,0.0,Netural,0.23648656904697418,Netural
"When Ariana says 'Happiness is the same price as red bottoms' she's not wrong, red bottoms are expensive right? So you could buy a couple of therapy sessions with that money",0.7314,Positive,0.10510204081632653,Netural,-0.3346599340438843,Negative
I LOVE THE PART SHINEEEEEEE,0.6369,Positive,0.5,Positive,0.656399667263031,Positive
favorite song,0.4588,Positive,0.5,Positive,0.840157151222229,Positive
7  rings means 7 korean legends 💜💜,0.8555,Positive,0.0,Netural,0.5571446418762207,Positive
"i see 
i want it i pooped it",0.0772,Positive,0.0,Netural,0.3215813636779785,Netural
wow so perfect💖❤,0.9635,Positive,0.1,Netural,0.5790390968322754,Positive
No savage is the most. Savage,-0.2054,Negative,0.5,Positive,0.4781971871852875,Positive
"You like my hair , gee thanks, it’s a wig 💅😌",0.7906,Positive,0.2,Netural,0.44935351610183716,Positive
"1:08 ari u absolute liar, u married dalton gomez",-0.5106,Negative,0.225,Netural,-0.652022659778595,Negative
# chill republic # Ariana grande * i want i got it *  :),0.5106,Positive,0.5,Positive,0.5554445385932922,Positive
It must have been a lot of work to get the swears out appreciate it,0.4404,Positive,0.0,Netural,0.3622995913028717,Positive
Bruh 😎 Ari is probably my fav singerr :) his made my day better because we had to put my guinea pig down yesterday :(,0.8402,Positive,0.02361111111111111,Netural,0.3122987747192383,Netural
The sound of music brought me here,0.0,Neutral,0.4,Positive,0.5062947273254395,Positive
I see it I like it but my mom put it my dad and my mom put it back and slapped me in the face,0.1901,Positive,0.0,Netural,0.5182585716247559,Positive
Song Of Tom Brady!! G.O.A.T!,0.0,Neutral,0.0,Netural,0.5217984318733215,Positive
"I see it, I like it, I want it
According to my mom - already got it",0.4215,Positive,0.0,Netural,0.47173935174942017,Positive
This song just called me poor for 3 minutes straight,-0.296,Negative,-0.1,Negative,-0.6902328729629517,Negative
"How to be a baddie:
Ariana grande: I want it I got it
Me: broke 💅🏼",-0.3612,Negative,0.0,Netural,-0.6346597671508789,Negative
"I see 
I want it
I got it
My mum: no way good luck who’s paying😕",-0.383,Negative,0.7,Positive,0.3572855591773987,Positive
"0:30 it  should be a savage it Sad bitch
0:33 it's actually rather be tied up with calls and not strings 😅
0:11 it's bought not buy",-0.9003,Negative,-0.25,Negative,-0.8697949647903442,Negative
Me when I get 1 dollar,0.0,Neutral,0.0,Netural,-0.5182719230651855,Negative
"I like the song, but not her voice. To me, it seems whiny. (not negative)",0.6953,Positive,0.15,Netural,0.5809459686279297,Positive
Yes!this is my favourite song!!😍😍👍👍,0.783,Positive,0.0,Netural,0.8890913724899292,Positive
Urureuieui1q09e7ei73i5r8ekukkkeh,0.0,Neutral,0.0,Netural,-0.28061312437057495,Negative
"Uraraka from my hero
Academia be like when she get a dollar 🤑",0.7269,Positive,0.0,Netural,0.3895449638366699,Positive
"When Ari said✨Whoever said money can't solve your problems
Must not have had enough money to solve 'em✨SHE MEAN IT!!",0.4678,Positive,-0.244140625,Negative,-0.6419894099235535,Negative
when you wanna vibe to air but your mom is in your room:,0.0,Neutral,0.0,Netural,0.31247663497924805,Netural
"i see it 
i like it
i want it
MOM GIMME THAT NOW
MOM: OK OK
ME SINGING: YESS I WANT IT, I GOT IT , I WANT I  GOT IT",0.8941,Positive,0.5,Positive,0.39594680070877075,Positive
"NOT ME PLAYING THIS WHILE DOING SCHOOL WORK-.-:((
ARI IS A QUEEN",-0.1511,Negative,-0.75,Negative,-0.3798236846923828,Negative
Br?,0.0,Neutral,0.0,Netural,-0.34578195214271545,Negative
I love this song 😍😍😍❤️❤️❤️❤️,0.9217,Positive,0.5,Positive,0.8624796271324158,Positive
I love you ya ya ya ya,0.6369,Positive,0.5,Positive,0.824404239654541,Positive
Poor people's anthem,-0.4767,Negative,-0.4,Negative,-0.5004034638404846,Negative
@themostsavage @savage arinator!!!!!,-0.6331,Negative,0.0,Netural,0.3822110593318939,Positive
Lol my mom likes this song,0.6808,Positive,0.8,Positive,0.45458096265792847,Positive
Uh😑,0.0,Neutral,0.0,Netural,0.30857792496681213,Netural
Proud of Ariana Grande :),0.7269,Positive,0.65,Positive,0.7262369990348816,Positive
fun fact there is no 7 rings word sang in song,0.2732,Positive,0.3,Netural,0.4935227334499359,Positive
Sick!!!!!!!!,-0.6671,Negative,-1.0,Negative,-0.9267231225967407,Negative
I am  mahan,0.0,Neutral,0.0,Netural,0.2572866976261139,Netural
Fun fact this song name is 7 rings but it doesn't has 7 rings 😂😂😂,0.9287,Positive,0.3,Netural,0.3792906403541565,Positive
this is my favorite song and im a fan😍😍😍😘,0.9442,Positive,0.5,Positive,0.8560782670974731,Positive
I love song,0.6369,Positive,0.5,Positive,0.6757873892784119,Positive
7 Rings Ariana Grande,0.0,Neutral,0.0,Netural,0.5232165455818176,Positive
Watch you tube,0.0,Neutral,0.0,Netural,0.33294448256492615,Positive
