Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
P,0.0,Neutral,0.0,Netural,0.2397068440914154,Netural
E,0.0,Neutral,0.0,Netural,0.2746336758136749,Netural
U,0.0,Neutral,0.0,Netural,0.27402862906455994,Netural
