Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
🤩💗💗🤩🤙😍🤩🛐🤩✨🤩❤️🤩❤️😍😍🤩🤩💗,0.9854,Positive,0.0,Neutral,0.3085779249668121,Neutral
💗😍🤩,0.836,Positive,0.0,Neutral,0.3085779249668121,Neutral
I❤️ music,0.0,Neutral,0.0,Neutral,0.3668463230133056,Positive
"Rye and Tyme for light sleep,please.",0.0,Neutral,0.4,Positive,0.2880381047725677,Neutral
It's April 2022 it's good to Break free 💯❤️,0.7351,Positive,0.55,Positive,-0.3268122971057892,Negative
"One tomb will be good, together. Their skills will be buried in a cave, because that's what they are behaving like, cave people.",0.6597,Positive,0.7,Positive,0.3677161633968353,Positive
Leah is head of the infamous seven sisters and Envy. Yet her sin is not so great. Dana and Leah will the class off in sealed tombs.,-0.8701,Negative,0.15,Positive,0.5708731412887573,Positive
❤,0.6369,Positive,0.0,Neutral,0.3085779249668121,Neutral
Ariana Grande is so pretty I listen to her new her new songs and her old songs and her shows and movies,0.6269,Positive,0.1556818181818181,Positive,0.6642891764640808,Positive
You look good,0.4404,Positive,0.7,Positive,0.4273266196250915,Positive
"I just want to be free, I want to follow my soul, and do something I always wanted to do; go to university and become a scientist. I just want to be with the most important thing to me on this planet: my family. I just want my family, my friends back, the years you took from me. Me! I just want me back. I want to grow naturally, grow into the man that I want to be. Not anyone else. I want my life back. I dont wanna live under fear and oppression any more.",0.8395,Positive,0.2262626262626262,Positive,0.6272673606872559,Positive
Ariana Grande te amo eu vejo todas as suas músicas,0.6369,Positive,0.5,Positive,0.6008042693138123,Positive
my mom likes this song,0.4215,Positive,0.0,Neutral,0.4862925112247467,Positive
slayy,0.0,Neutral,0.0,Neutral,-0.4224337041378021,Negative
I feel so old,0.0,Neutral,0.1,Positive,-0.4013158977031708,Negative
MEMÓRIA DESBLOQUEADA 🛐,0.296,Positive,0.0,Neutral,-0.6290341019630432,Negative
This song makes me feel like I want to break free from negativity toxicity and bad vibes. I can relate this! Who’s with me? Come on I’m not the only one lol 😂,0.6476,Positive,0.08125,Positive,0.4433419704437256,Positive
Omg I didn't know she sang this and I'm a fan,0.3182,Positive,0.0,Neutral,0.447148710489273,Positive
Química é ciência que estuda aos materiais suas transformações e as variações de energia que acompanham essas trnasofrmações. Transoformações são as reações ou fenômenos Química essas variações podem ser endotéemicas e  exotermicas. Matéria é tudo que tem massa e ocupa lugar no espaço do topo é uma porção limitada da matéeia objeto apresenta uma finalidade específica.,0.296,Positive,0.1428571428571428,Positive,0.4072510600090027,Positive
How old are you Ariana?,0.0,Neutral,0.1,Positive,-0.3147584497928619,Negative
🌍🌍🌏🌏🌎🌎🌏🌍🌍👍👍👍😎😎😎💖💖💖💖💖😎😎😎😎💯💯💯💯,0.9943,Positive,0.0,Neutral,0.3085779249668121,Neutral
The song it's good and I like Ariana Grande song,0.6597,Positive,0.7,Positive,0.5031614899635315,Positive
❤️❤️❤️,0.0,Neutral,0.0,Neutral,0.3085779249668121,Neutral
April 23rd 2022 to be exact👌🏾🔥,0.5766,Positive,0.0,Neutral,-0.3019239902496338,Negative
Another music video that has been filtered to look like there's particulate pollution in the air.,0.3612,Positive,0.0,Neutral,-0.4009223878383636,Negative
"Simply Ariana rocks any song, very beautiful and cute cute I really love all the songs kisses from Brazil 💖",0.9768,Positive,0.5,Positive,0.8711634278297424,Positive
Te van a. Demandar cuando lo sepan que esa cola es postisa tu jefe o jefa,-0.4767,Negative,-0.5,Negative,-0.5071157813072205,Negative
You see them plug in the Tree of Life at the end? There is a lot in this video...,0.0,Neutral,0.0,Neutral,0.3081812262535095,Neutral
nostalgie,0.0,Neutral,0.0,Neutral,0.4888587594032287,Positive
アリアナほんとに結婚おめでとうゥ〜アリアナには幸せになってほしいィ〜,0.8479,Positive,0.5,Positive,0.5070656538009644,Positive
i love this song,0.6369,Positive,0.5,Positive,0.8526678681373596,Positive
LOVE💗💗💗💗😍😍😍❤️❤️❤️❤️❤️,0.9887,Positive,0.0,Neutral,0.3085779249668121,Neutral
Alguém em 2022?,0.0,Neutral,0.0,Neutral,-0.4620246291160583,Negative
"I kinda had a bit of trouble fully understanding the concept of this song and lyrics, but I only wanna die alive, never by the hands of a broken heart 💔 I don’t wanna hear you LIE😒 tonight now I’ve become WHO I REALLY AM😌 because this is the part when I say I DONT WANT YA ❌🚫I’m STRONGER 💪💪💪than I’ve been before. 💯This is the part when I BREAK FREE.  🆓",0.9713,Positive,0.0166666666666666,Positive,0.3072493970394134,Neutral
meeeee,0.0,Neutral,0.0,Neutral,0.2704856097698211,Neutral
😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,0.9995,Positive,0.0,Neutral,0.3085779249668121,Neutral
I love all of your songs,0.6369,Positive,0.5,Positive,0.8651525378227234,Positive
The Good Place!,0.4926,Positive,0.875,Positive,0.5789756178855896,Positive
Still watching 7 years later 😊❤️,0.7184,Positive,0.0,Neutral,0.3897587060928345,Positive
2022,0.0,Neutral,0.0,Neutral,0.2900533974170685,Neutral
2022,0.0,Neutral,0.0,Neutral,0.2900533974170685,Neutral
Química  é  a ciência que estuda os materiais sua transoformações químicas e as energias que acompanham essas transformações.,0.2263,Positive,0.0,Neutral,0.449061632156372,Positive
"we had someone in April 2022 to whom this song by ariane grande is the dearest, let's like the comment",0.7269,Positive,0.0,Neutral,0.3083390593528747,Neutral
https://youtu.be/TCSUKIhjevo,0.0,Neutral,0.0,Neutral,0.2245428413152694,Neutral
Your much warmer than your mother. I love all you feminine.,0.7506,Positive,0.35,Positive,0.871243417263031,Positive
😃😃🤗🤗🥳🥳,0.93,Positive,0.0,Neutral,0.3085779249668121,Neutral
Ich bin dein größter Ven. Und mein Lieblings Lied ist break fer,0.802,Positive,0.75,Positive,0.8900322318077087,Positive
omfg i remember having this song's entire lyrics and belting out like i could do it like she does 😭,0.2263,Positive,0.0,Neutral,0.2420915514230728,Neutral
"Who here 22/04/2022 6:30 am ???
Can’t sleep bc reflecting on past trauma crying and watching TikTok ;) what a time to be alive",-0.4479,Negative,-0.025,Negative,0.3270674347877502,Neutral
April 22 2022???,0.0,Neutral,0.0,Neutral,-0.6367675065994263,Negative
"Ariana Grande and Katy Perry would be the hit of the year, they are really big pop stars.",0.0,Neutral,0.0,Neutral,0.4417271018028259,Positive
i miss those years...  and i LOVE the fact that every music with zedd is just a perfect song,0.8415,Positive,0.75,Positive,0.607992947101593,Positive
1:00,0.0,Neutral,0.0,Neutral,-0.4002063274383545,Negative
😘😘😘😘😘😘😘😘😘😘😘😘😘😘,0.9884,Positive,0.0,Neutral,0.3085779249668121,Neutral
pop song,0.0,Neutral,0.0,Neutral,0.3259727656841278,Neutral
"when this song was released i was 9 years old, now at 17 i still listen to this song",0.0,Neutral,0.1,Positive,0.3051011264324188,Neutral
バービー人形顔負けのスタイルとファッションですね✴😊ノリノリのEDM曲o(^-^)o,0.836,Positive,0.7,Positive,0.265115737915039,Neutral
"É a melhor música. Do
Mundo",0.6369,Positive,1.0,Positive,0.9204276204109192,Positive
CUS I CAN RACIST IN THE MORNING?.,-0.6124,Negative,0.0,Neutral,-0.3368920683860779,Negative
👏👏👏💋💋💋🛐🛐🛐🆒,0.9436,Positive,0.0,Neutral,0.3085779249668121,Neutral
Love this song I love Ariana grande period,0.8555,Positive,0.5,Positive,0.8563673496246338,Positive
This song and “Did You Call Me” by Lukaz are some of the only things getting me through tough times. I hope everyone is doing well. I love you ❤️,0.8271,Positive,0.037037037037037,Positive,0.7419810891151428,Positive
I'm a big fan,0.3182,Positive,0.0,Neutral,0.5785265564918518,Positive
polando,0.0,Neutral,0.0,Neutral,0.2551818788051605,Neutral
i͟s͟    s͟o͟o͟o͟     c͟u͟t͟e͟❤️💜💗,0.8779,Positive,0.0,Neutral,0.2924101650714874,Neutral
April 2022,0.0,Neutral,0.0,Neutral,-0.4003646075725555,Negative
可愛すぎ,0.4588,Positive,0.5,Positive,0.4690645635128021,Positive
"*Did anyone just suddenly remember this song*
.
.
👇
*You’re amazing stay blessed, stay safe and have a amazing rest of your day*",0.9371,Positive,0.425,Positive,0.8227500319480896,Positive
hi,0.0,Neutral,0.0,Neutral,0.2364865690469741,Neutral
Amazing 2022💗💓💞💖🌷,0.9836,Positive,0.6000000000000001,Positive,0.8492814898490906,Positive
"It's April 2022, let's see how many people are listening this masterpiece ♡",0.7073,Positive,0.5,Positive,0.8018252849578857,Positive
😘😚😊😂,0.9371,Positive,0.0,Neutral,0.3085779249668121,Neutral
Me 💙💙🦆🦆🍱🍱🚎🚎🚍🚍🎆🎆🧤🧤♒♒♀️♀️🇧🇩🇧🇩(^o^),0.8555,Positive,0.0,Neutral,0.3422375023365021,Positive
Thats my fav song in whole my life,0.4588,Positive,0.2,Positive,0.4011566340923309,Positive
0:23  crazy!!🤣,0.3365,Positive,0.0,Neutral,-0.3566286861896515,Negative
Một ngày nào đó chúng ta sẽ gặp nhau trên vũ trụ,0.0,Neutral,0.0,Neutral,0.2415263950824737,Neutral
hi im in 2022 😂😂,0.7003,Positive,0.0,Neutral,-0.2812603414058685,Negative
Now it's April 20.2022,0.0,Neutral,0.0,Neutral,-0.4252999126911163,Negative
Ariana Grande es una de mis ídolos que me inspiro a ser yo mismo a no quedarme callado y seguir adelante te amo Ariana ojalá algún día vengas a  Perú ❤🇵🇪❤,0.9349,Positive,0.25,Positive,0.7674587368965149,Positive
