Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
Te  amo  bul,0.6369,Positive,0.5,Positive,-0.2953733503818512,Negative
Cuba🇨🇺🇨🇺🇨🇺,0.0,Neutral,0.0,Neutral,0.3085779249668121,Neutral
Que,0.0,Neutral,0.0,Neutral,0.2669675052165985,Neutral
🥰🥰🥰,0.9716,Positive,0.0,Neutral,0.3085779249668121,Neutral
Shannel,0.0,Neutral,0.0,Neutral,-0.3064925074577331,Negative
Ecuador -Loja,0.0,Neutral,0.0,Neutral,0.2850214540958404,Neutral
Lo que pegan las canciones estas pedazo de mujeres es cosa de locos,-0.34,Negative,-0.6,Negative,0.4946859180927276,Positive
Que lindo 😳❤🤭 ✌🌹,0.9274,Positive,0.5,Positive,0.5720937252044678,Positive
Perú 🌊,0.0,Neutral,0.0,Neutral,0.235433742403984,Neutral
°€,0.0,Neutral,0.0,Neutral,-0.4921972453594208,Negative
Acabo de ver un video de nailon y no te yega ni alos talones,0.0,Neutral,0.0,Neutral,-0.6695390343666077,Negative
Yo.   Escucho.  Desde.    Santa. Marta estoy escuchando mami justo ahora pues está re chimba va parce soy fanática de Karol g y de usted 💯💯💯💯💯💯,0.5984,Positive,0.3178571428571428,Positive,0.350319504737854,Positive
Me encantó muxhisimo,0.5994,Positive,0.48,Positive,0.8356825113296509,Positive
