Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
I love you suga😗😗😗😗😃😘😘😘😘😘😘😘😘😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😭😭😭😭😭😭😭😭😭😭,0.9963,Positive,0.5,Positive,0.8701996207237244,Positive
زربه عليكم,0.0,Neutral,0.0,Neutral,-0.2868990302085876,Negative
Tremenda joya🛐💜,0.8479,Positive,0.3333333333333333,Positive,0.6697155833244324,Positive
Road to 1.2B,0.0,Neutral,0.0,Neutral,0.2482339590787887,Neutral
Mic drop,-0.2732,Negative,0.0,Neutral,0.2486202418804168,Neutral
Mic Drop 1.2B and 20M likes,0.1779,Positive,0.0,Neutral,-0.3830843865871429,Negative
"The other year BTS will win a Grammy, if not, the boys are the same. They will continue to be legend and breaking record!!",0.658,Positive,0.225,Neutral,0.5547225475311279,Positive
2022?💜,0.6369,Positive,0.0,Neutral,-0.385463684797287,Negative
that did you see my bad part made me dance every single time i heard it,-0.5423,Negative,-0.3857142857142856,Negative,-0.4144671559333801,Negative
"感谢上帝给了这首美妙的歌曲
感谢上帝为这首美妙的歌曲",0.9393,Positive,1.0,Positive,0.6571869254112244,Positive
Steve you still being the best DJ!!!,0.7249,Positive,1.0,Positive,0.8132802248001099,Positive
🔥🔥🔥🔥🔥😎,-0.7906,Negative,0.0,Neutral,0.3085779249668121,Neutral
"Anam yawrucuklarım beni aldırmayın gece gece rasgele kliplere sardım yorum yapıyom😂 
(şarj 1)",0.4404,Positive,-0.5,Negative,-0.4341884255409241,Negative
Suga's iconic mic drop !,-0.3382,Negative,0.625,Positive,0.8623106479644775,Positive
"How many times you repeat yoongi's verse?
Me:yes!",0.0,Neutral,0.625,Positive,-0.3385113477706909,Negative
Did you see my bag?,0.0,Neutral,0.0,Neutral,-0.2452715784311294,Negative
Love you bts,0.6369,Positive,0.5,Positive,0.8197864294052124,Positive
People's who think Korean have no beard see dj face,-0.296,Negative,0.0,Neutral,-0.430698424577713,Negative
Qsllswllsdel💝💋,0.7906,Positive,0.0,Neutral,0.3085779249668121,Neutral
Qsllswllsdelpqwlselq💋💝,0.7906,Positive,0.0,Neutral,0.3085779249668121,Neutral
mic drop,-0.2732,Negative,0.0,Neutral,0.2486202418804168,Neutral
Mic drop!!,-0.3987,Negative,0.0,Neutral,-0.5606576800346375,Negative
And suddenly  im thirsty for this song!!,0.0,Neutral,0.0,Neutral,-0.4368286728858948,Negative
"I LOVA YOU BTS

SUGAAAAAA I LOVE YOU",0.8555,Positive,0.5,Positive,0.782383382320404,Positive
💜💜💜💜💜,0.9719,Positive,0.0,Neutral,0.3085779249668121,Neutral
"Eu tenho muito orgulho de vocês meus anjos, MIC DROP nunca fica velha ♡",0.1431,Positive,0.45,Positive,0.6746188998222351,Positive
MIC DROP NEVER GETS OLD♡ MASTERPIECE,-0.6591,Negative,0.0,Neutral,0.8541247844696045,Positive
dios pasaran años y esta seguirá siendo una canción llena de energía,0.4939,Positive,0.35,Positive,0.7217370271682739,Positive
Let's go 1.185B,0.0,Neutral,0.0,Neutral,0.2333359867334365,Neutral
Je,0.0,Neutral,0.0,Neutral,0.3021011650562286,Neutral
گعٿٿعهگبطڀبڀب,0.0,Neutral,0.0,Neutral,0.3085779249668121,Neutral
فعففٿطخت8خٿگ,0.0,Neutral,0.0,Neutral,0.3085779249668121,Neutral
Mic drop es iconica himno del kpop .,-0.2732,Negative,0.5,Positive,0.7276724576950073,Positive
Wayni hade bts nowdo jo9a fl3alam💥💥💣💣,-0.886,Negative,0.0,Neutral,-0.2409263998270034,Negative
Joyaaaaaaa,0.0,Neutral,0.0,Neutral,0.264445424079895,Neutral
𝐼 𝐿𝑜𝓋𝑒 𝐵𝒯𝒮,0.0,Neutral,0.0,Neutral,0.3761328756809234,Positive
5,0.0,Neutral,0.0,Neutral,0.6903306245803833,Positive
Тэхён мой любимый ❤️😍😍😍,0.9001,Positive,0.5,Positive,0.7649922966957092,Positive
Me encanta💜💜💜,0.9571,Positive,0.5,Positive,0.2424992024898529,Neutral
What a energy,0.2732,Positive,0.0,Neutral,0.6208173632621765,Positive
This song deserves more likes this song is so inspiration 💜💜💜❤❤❤😍😍,0.9912,Positive,0.5,Positive,0.6763686537742615,Positive
😊😊😊😊😊😊😊😊😊,0.9943,Positive,0.0,Neutral,0.3085779249668121,Neutral
nice song,0.4215,Positive,0.6,Positive,0.4662424027919769,Positive
Roloon!!!,0.0,Neutral,0.0,Neutral,0.3255217373371124,Neutral
"Live a life, man",0.0,Neutral,0.1363636363636363,Neutral,0.6100790500640869,Positive
HOW YOU DARE? HOW YOU DARE?,0.0,Neutral,0.0,Neutral,0.4316364228725433,Positive
"It's been a while since the song came out but I can't get over it, it's amazing",0.7351,Positive,0.6000000000000001,Positive,0.5855302810668945,Positive
Türk Army varsa kendinizi belli ediinn,0.0,Neutral,0.0,Neutral,0.259818434715271,Neutral
"Did you see my bag? 
Did you see my bag?",0.0,Neutral,0.0,Neutral,-0.2846447825431824,Negative
BTS has so many awards that a bag is not enough to hold it PROUD OF OUR BOYS,0.797,Positive,0.4333333333333333,Positive,0.3058382868766784,Neutral
"Let's get this to 1.2B
Army Fighting 💜",0.4019,Positive,0.0,Neutral,0.3791109025478363,Positive
amazing 😵,0.4404,Positive,0.6000000000000001,Positive,0.8492814898490906,Positive
The more i listen to it the more i get addicted to it specially Suga's rap,0.0,Neutral,0.2392857142857142,Neutral,0.517694354057312,Positive
Bts both is favorite jk i love you jk 😇💍💖,0.9607,Positive,0.5,Positive,0.8364382386207581,Positive
This is my favorite song mic drop I like it but J-hope sings superb J-hope voice is very nice 😍🥰😘,0.9862,Positive,0.7600000000000001,Positive,0.5046197772026062,Positive
Legend say Taekook still found their bag,0.0,Neutral,0.0,Neutral,0.2567420303821563,Neutral
ᴮᵀˢ = ᴬᴹᴬᶻᴵᴺᴳ,0.0,Neutral,0.0,Neutral,-0.2698129117488861,Negative
love u bts oppa.,0.6369,Positive,0.5,Positive,0.4613905549049377,Positive
🥺🤯,0.0,Neutral,0.0,Neutral,0.3085779249668121,Neutral
Whose is here after hearing That that,0.0,Neutral,0.0,Neutral,-0.2824941277503967,Negative
I could listen to this every day and not get tired of it.,0.3412,Positive,-0.4,Negative,0.5224890112876892,Positive
이 노래는 완벽해서 계속 듣고 있어요 (³˘ ³˘) ♥,0.836,Positive,1.0,Positive,0.3721319735050201,Positive
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Road to 1.2b keep str3@ming,0.0,Neutral,0.0,Neutral,-0.2836830914020538,Negative
Mic drop!,-0.3382,Negative,0.0,Neutral,-0.4980133175849914,Negative
Esta canción te retumba la casa 🤘🤙,0.4939,Positive,0.0,Neutral,0.3598474562168121,Positive
I love it,0.6369,Positive,0.5,Positive,0.8333382606506348,Positive
our fav DJ 😆✨,0.7783,Positive,0.0,Neutral,0.6175866723060608,Positive
So beatifull,0.6361,Positive,0.85,Positive,0.3133513629436493,Neutral
9jgbchjghhhhjjjjdjjejdjdjth,0.0,Neutral,0.0,Neutral,-0.3030710220336914,Negative
👍👍👍👍👍👏👏👏👏🤗🤗🤗🤗💗🇷🇺,0.8979,Positive,0.0,Neutral,0.3085779249668121,Neutral
This is one of the coolest songs ever.,0.0,Neutral,0.0,Neutral,0.9123411178588868,Positive
"Are you guys ready break records and make history on June 10! 
Let's fill their bags again with all the achievements and awards they deserve.",0.6996,Positive,0.25,Neutral,0.8600479364395142,Positive
بانقتان,0.0,Neutral,0.0,Neutral,0.239354521036148,Neutral
3,0.0,Neutral,0.0,Neutral,0.3165130615234375,Neutral
