Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
"Best contribution 
The white shirt man...
Damn owsum",0.3612,Positive,0.5,Positive,0.8027986288070679,Positive
WOWWWWWWWW,0.0,Neutral,0.0,Neutral,0.4014384150505066,Positive
Honestly guys this song gave me goosebumps every time I listen to this song....and that white T-shirt guys hats off to him..,0.4588,Positive,0.3,Neutral,-0.5725009441375732,Negative
Abhijit ....u were just amazing and took the song to next level ...... great going buddy .....,0.836,Positive,0.4666666666666667,Positive,0.6613798141479492,Positive
I have know Idea what they are saying but that's beautiful!,0.7678,Positive,1.0,Positive,0.5175751447677612,Positive
It has to be in bluish...,0.0,Neutral,0.0,Neutral,0.3545782566070556,Positive
Mahi ve part is just awesome 🔥,0.4019,Positive,1.0,Positive,0.7810620665550232,Positive
Amaziiing..,0.0,Neutral,0.0,Neutral,0.3792262077331543,Positive
Nice ❤️❤️❤️❤️❤️❤️❤️  Sogn,0.4215,Positive,0.6,Positive,0.4396862685680389,Positive
Best song ever,0.6369,Positive,1.0,Positive,0.9553784728050232,Positive
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️north east india 🇮🇳 tripura I love this song ❤️,0.6369,Positive,0.5,Positive,0.8169294595718384,Positive
______💕💕,0.8625,Positive,0.0,Neutral,0.3379082679748535,Positive
"Let's see who come here everyday, every month and every year",0.0,Neutral,-0.2,Negative,0.6475227475166321,Positive
so bwautyfull,0.6361,Positive,0.85,Positive,-0.3167431354522705,Negative
"They put Abijit on side taaky 'Phocus' Jubin or Prakati py pary..... But Everyone Noticed a White T-Shirt guy..... This is how talent speaks its own voice
😂😂😂😂",0.968,Positive,0.3,Neutral,-0.2181387990713119,Negative
3:08... Wo dekho Sandeep Maheshwari 😂😂😂😂😂😂,0.0,Neutral,0.0,Neutral,0.247937262058258,Neutral
The tallents and voices are irreplaceable,0.0,Neutral,0.0,Neutral,-0.4218741357326507,Negative
tsrkhytre,0.0,Neutral,0.0,Neutral,0.2504042983055115,Neutral
Avijit you are killing it,-0.6597,Negative,0.0,Neutral,0.3205204010009765,Neutral
wefwefwe,0.0,Neutral,0.0,Neutral,0.3367879390716553,Positive
Wow,0.5859,Positive,0.1,Neutral,0.6995608806610107,Positive
