Comment,Vader score,Vader label,TextBlob score,TextBlob label,BERT score,BERT label
"Hola amigó Alberto es muy peligroso qué Graves con esas mujeres asen mucho drama ellas no son para ése tipo de lugares paranormal
De verdad te lo digo",-0.3933,Negative,-0.54625,Negative,-0.5076631307601929,Negative
Lucia 💖💖💖💖💖💖🔥💖😃💖🤭🤗🤗🤗🤗💖👏🤝🤗🧡🤭🤗🤝🖤💜🧡🧡💚❤️💜💙💙💙💚🧡👏👍💚♥️,0.9992,Positive,0.0,Neutral,0.3170425295829773,Neutral
alberto para que llebas ha esas gritonas 😂😂 hechan ha perder tu material 😉😉😉,0.5106,Positive,0.0,Neutral,-0.622870147228241,Negative
"Mis respetos para los camarógrafos y Para Alberto del arco la neta 
Pero para las morras nah que chillonas si no van a aguantar para que van xD",0.7391,Positive,0.1,Neutral,0.3739154040813446,Positive
Para ke ban viejasi midosas pero ban mui valientes ala mera ora se andan surran.?d miedo no macalluuuu  para ke van para ke,-0.7551,Negative,0.2,Neutral,0.4716182649135589,Positive
Ok estamos de acuerdo que si vas a aser ese tipo de explotaciones debes de estar preparados para lo peor y ellas solo creo que pensaron que se encontraría unicornios sinceramente lo que las arruinaron fueron las mujeres porque?por más que se asusten no se debe gritar y luego se separaron de ellos osea mejor que se ubieran quedado,0.0987,Positive,0.12,Neutral,0.6762645244598389,Positive
Tenganle miedo a los vivos los espíritus no hacen nada para que llevan mujeres a las exploraciónes son bien miedosa no corran enfrenten lo que sea,-0.4391,Negative,-0.1999999999999999,Negative,-0.36044642329216,Negative
yo quiero ir a experimentar eso <3,0.4939,Positive,1.0,Positive,0.2871135771274566,Neutral
Nmms las mujeres gritan cuando tienen miedo los hombres no las mujeres gritan a lo tonto nmms,-0.5293,Negative,-0.5,Negative,-0.4386303126811981,Negative
A las 3 de la mañana yo viendo este video🤦‍♀️tuve que prender mi luz y la tele 😪😪😪,0.0,Neutral,0.4,Positive,0.3233433067798614,Neutral
mas falso que la puñalada de Yao  cabrera,-0.5859,Negative,0.0499999999999999,Neutral,-0.6634390950202942,Negative
😂😂😂,0.8271,Positive,0.0,Neutral,0.3085779249668121,Neutral
🤷😂😂😂😂,0.891,Positive,0.0,Neutral,0.3085779249668121,Neutral
